ID,Name,disableParam_NT,disableParamReserve1,disableParamReserve2,sortId,wanderingEquipId,resistSleep,resistMadness,saDurability,toughnessCorrectRate,fixPrice,basicPrice,sellValue,weight,residentSpEffectId,residentSpEffectId2,residentSpEffectId3,materialSetId,partsDamageRate,corectSARecover,originEquipPro,originEquipPro1,originEquipPro2,originEquipPro3,originEquipPro4,originEquipPro5,originEquipPro6,originEquipPro7,originEquipPro8,originEquipPro9,originEquipPro10,originEquipPro11,originEquipPro12,originEquipPro13,originEquipPro14,originEquipPro15,faceScaleM_ScaleX,faceScaleM_ScaleZ,faceScaleM_MaxX,faceScaleM_MaxZ,faceScaleF_ScaleX,faceScaleF_ScaleZ,faceScaleF_MaxX,faceScaleF_MaxZ,qwcId,equipModelId,iconIdM,iconIdF,knockBack,knockbackBounceRate,durability,durabilityMax,pad03,defFlickPower,defensePhysics,defenseMagic,defenseFire,defenseThunder,defenseSlash,defenseBlow,defenseThrust,resistPoison,resistDisease,resistBlood,resistCurse,reinforceTypeId,trophySGradeId,shopLv,knockbackParamId,flickDamageCutRate,equipModelCategory,equipModelGender,protectorCategory,rarity,sortGroupId,partsDmgType,pad04,isDeposit,headEquip,bodyEquip,armEquip,legEquip,useFaceScale,isSkipWeakDamageAnim,pad06,defenseMaterialVariationValue_Weak,autoFootEffectDecalBaseId2,autoFootEffectDecalBaseId3,defenseMaterialVariationValue,isDiscard,isDrop,disableMultiDropShare,simpleModelForDlc,showLogCondType,showDialogCondType,pad,neutralDamageCutRate,slashDamageCutRate,blowDamageCutRate,thrustDamageCutRate,magicDamageCutRate,fireDamageCutRate,thunderDamageCutRate,defenseMaterialSfx1,defenseMaterialSfx_Weak1,defenseMaterial1,defenseMaterial_Weak1,defenseMaterialSfx2,defenseMaterialSfx_Weak2,footMaterialSe,defenseMaterial_Weak2,autoFootEffectDecalBaseId1,toughnessDamageCutRate,toughnessRecoverCorrection,darkDamageCutRate,defenseDark,invisibleFlag48,invisibleFlag49,invisibleFlag50,invisibleFlag51,invisibleFlag52,invisibleFlag53,invisibleFlag54,invisibleFlag55,invisibleFlag56,invisibleFlag57,invisibleFlag58,invisibleFlag59,invisibleFlag60,invisibleFlag61,invisibleFlag62,invisibleFlag63,invisibleFlag64,invisibleFlag65,invisibleFlag66,invisibleFlag67,invisibleFlag68,invisibleFlag69,invisibleFlag70,invisibleFlag71,invisibleFlag72,invisibleFlag73,invisibleFlag74,invisibleFlag75,invisibleFlag76,invisibleFlag77,invisibleFlag78,invisibleFlag79,invisibleFlag80,padbit,postureControlId,pad2,saleValue,resistFreeze,invisibleFlag_SexVer00,invisibleFlag_SexVer01,invisibleFlag_SexVer02,invisibleFlag_SexVer03,invisibleFlag_SexVer04,invisibleFlag_SexVer05,invisibleFlag_SexVer06,invisibleFlag_SexVer07,invisibleFlag_SexVer08,invisibleFlag_SexVer09,invisibleFlag_SexVer10,invisibleFlag_SexVer11,invisibleFlag_SexVer12,invisibleFlag_SexVer13,invisibleFlag_SexVer14,invisibleFlag_SexVer15,invisibleFlag_SexVer16,invisibleFlag_SexVer17,invisibleFlag_SexVer18,invisibleFlag_SexVer19,invisibleFlag_SexVer20,invisibleFlag_SexVer21,invisibleFlag_SexVer22,invisibleFlag_SexVer23,invisibleFlag_SexVer24,invisibleFlag_SexVer25,invisibleFlag_SexVer26,invisibleFlag_SexVer27,invisibleFlag_SexVer28,invisibleFlag_SexVer29,invisibleFlag_SexVer30,invisibleFlag_SexVer31,invisibleFlag_SexVer32,invisibleFlag_SexVer33,invisibleFlag_SexVer34,invisibleFlag_SexVer35,invisibleFlag_SexVer36,invisibleFlag_SexVer37,invisibleFlag_SexVer38,invisibleFlag_SexVer39,invisibleFlag_SexVer40,invisibleFlag_SexVer41,invisibleFlag_SexVer42,invisibleFlag_SexVer43,invisibleFlag_SexVer44,invisibleFlag_SexVer45,invisibleFlag_SexVer46,invisibleFlag_SexVer47,invisibleFlag_SexVer48,invisibleFlag_SexVer49,invisibleFlag_SexVer50,invisibleFlag_SexVer51,invisibleFlag_SexVer52,invisibleFlag_SexVer53,invisibleFlag_SexVer54,invisibleFlag_SexVer55,invisibleFlag_SexVer56,invisibleFlag_SexVer57,invisibleFlag_SexVer58,invisibleFlag_SexVer59,invisibleFlag_SexVer60,invisibleFlag_SexVer61,invisibleFlag_SexVer62,invisibleFlag_SexVer63,invisibleFlag_SexVer64,invisibleFlag_SexVer65,invisibleFlag_SexVer66,invisibleFlag_SexVer67,invisibleFlag_SexVer68,invisibleFlag_SexVer69,invisibleFlag_SexVer70,invisibleFlag_SexVer71,invisibleFlag_SexVer72,invisibleFlag_SexVer73,invisibleFlag_SexVer74,invisibleFlag_SexVer75,invisibleFlag_SexVer76,invisibleFlag_SexVer77,invisibleFlag_SexVer78,invisibleFlag_SexVer79,invisibleFlag_SexVer80,invisibleFlag_SexVer81,invisibleFlag_SexVer82,invisibleFlag_SexVer83,invisibleFlag_SexVer84,invisibleFlag_SexVer85,invisibleFlag_SexVer86,invisibleFlag_SexVer87,invisibleFlag_SexVer88,invisibleFlag_SexVer89,invisibleFlag_SexVer90,invisibleFlag_SexVer91,invisibleFlag_SexVer92,invisibleFlag_SexVer93,invisibleFlag_SexVer94,invisibleFlag_SexVer95,pad404,Caption
430300,贤者长裤,1,0,[0|0|0],801130,0,39,39,0,0.004,1250,0,100,2.5,-1,-1,-1,7000,1.1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,1940,13613,13613,0,0,0,0,[0|0],0,0,0,0,0,0,0,0,22,22,13,41,0,-1,-1,1,0,6,4,3,1,20,0,[0|0],1,0,0,0,1,0,0,0,0,-1,-1,0,1,1,0,0,1,2,0,0.966,0.97,0.97,0.985,0.924,0.929,0.927,109,50,108,50,108,139,139,139,111,1,0,0.924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0],0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0],深红色的厚实长裤。\n为异端智者──贤者们的防具。\n\n也是被赶出城镇的证明。
440000,南瓜头盔,0,0,[0|0|0],510050,0,44,44,0,0.011,1050,0,100,12.3,6044000,-1,-1,7000,1.5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,1950,13620,13620,0,0,0,0,[0|0],0,0,0,0,0,0,0,0,27,27,42,18,0,-1,-1,1,0,5,4,0,2,110,0,[0|0],1,1,0,0,0,1,0,0,0,-1,-1,0,1,1,0,0,1,2,0,0.93,0.933,0.941,0.933,0.954,0.953,0.948,109,110,106,110,106,139,139,139,-1,1,0,0.955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0],0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0],完全覆盖头部的椭圆形头盔。\n非常地重，也非常地坚硬。\n\n能减少头部射击造成的损伤与冲击。\n\n戴上头盔后一片漆黑，\n能抑制发狂士兵的恐慌情绪。\n头的侧边预留一些空间，\n为的是消除穿戴时的压迫感。
460000,艾尔登之王头冠,1,0,[0|0|0],506220,0,0,0,0,0.005,1050,0,2000,3.6,-1,-1,-1,7000,1.5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,2000,13650,13650,0,0,0,0,[0|0],0,0,0,0,0,0,0,0,11,11,20,5,0,-1,-1,1,0,5,4,0,3,70,0,[0|0],1,1,0,0,0,1,0,0,0,-1,-1,0,1,1,0,0,1,2,0,0.962,0.964,0.966,0.96,0.975,0.964,0.979,109,110,109,110,139,139,139,139,-1,1,0,0.977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0],0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0],“初始艾尔登之王”葛孚雷的王冠。\n\n在黄金树之始，战争不断，\n因此葛孚雷也是战场之王。\n\n巨人战争时，葛孚雷与风暴王一对一交手……\n当劲敌消失之际，据说王的眼睛也随之褪色。
460100,艾尔登之王铠甲,1,0,[0|0|0],606190,0,18,18,100,0.019,1150,0,2000,9.2,-1,-1,-1,7000,1,-0.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,2000,13651,13651,0,0,0,0,[0|0],0,0,0,0,0,0,0,0,32,32,55,21,0,-1,-1,1,0,2,4,1,3,70,0,[0|0],1,0,1,0,0,0,0,0,0,-1,-1,0,1,1,0,0,1,2,0,0.881,0.886,0.891,0.876,0.912,0.886,0.929,109,50,144,50,144,139,139,139,-1,1,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0],0,55,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0],“初始艾尔登之王”葛孚雷的铠甲。\n\n在黄金树之始，战争不断，\n因此葛孚雷也是战场之王。\n\n巨人战争时，葛孚雷与风暴王一对一交手……\n当劲敌消失之际，据说王的眼睛也随之褪色。
460200,艾尔登之王臂甲,1,0,[0|0|0],705200,0,6,6,0,0.004,1150,0,2000,3.1,-1,-1,-1,7000,1.1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,2000,13652,13652,0,0,0,0,[0|0],0,0,0,0,0,0,0,0,11,11,18,7,0,-1,-1,1,0,1,4,2,3,60,0,[0|0],1,0,0,1,0,0,0,0,0,-1,-1,0,1,1,0,0,1,2,0,0.971,0.972,0.973,0.969,0.979,0.972,0.983,109,50,106,50,106,139,139,139,-1,1,0,0.981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0],0,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0],“初始艾尔登之王”葛孚雷的臂甲。\n\n在黄金树之始，战争不断，\n因此葛孚雷也是战场之王。\n\n巨人战争时，葛孚雷与风暴王一对一交手……\n当劲敌消失之际，据说王的眼睛也随之褪色。
460300,艾尔登之王腿甲,1,0,[0|0|0],805190,0,7,7,0,0.01,1250,0,2000,5.5,-1,-1,-1,7000,1.1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,2000,13653,13653,0,0,0,0,[0|0],0,0,0,0,0,0,0,0,16,16,31,11,0,-1,-1,1,0,6,4,3,3,60,0,[0|0],1,0,0,0,1,0,0,0,0,-1,-1,0,1,1,0,0,1,2,0,0.935,0.938,0.942,0.932,0.955,0.938,0.962,109,50,108,50,108,139,139,139,111,1,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0],0,31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0],“初始艾尔登之王”葛孚雷的腿甲。\n\n在黄金树之始，战争不断，\n因此葛孚雷也是战场之王。\n\n巨人战争时，葛孚雷与风暴王一对一交手……\n当劲敌消失之际，据说王的眼睛也随之褪色。
461100,艾尔登之王铠甲（轻装）,1,0,[0|0|0],606200,0,10,10,100,0.017,1150,0,2000,8.4,-1,-1,-1,7000,1,-0.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,2001,13661,13661,0,0,0,0,[0|0],0,0,0,0,0,0,0,0,22,22,45,16,0,-1,-1,1,0,2,4,1,3,70,0,[0|0],1,0,1,0,0,0,0,0,0,-1,-1,0,1,1,0,0,1,2,0,0.889,0.894,0.901,0.884,0.923,0.894,0.936,109,50,144,50,144,139,139,139,-1,1,0,0.932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0],0,45,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0],“初始艾尔登之王”葛孚雷的铠甲。\n\n在黄金树之始，战争不断，\n因此葛孚雷也是战场之王。\n\n巨人战争时，葛孚雷与风暴王一对一交手……\n当劲敌消失之际，据说王的眼睛也随之褪色。
470000,拉塔恩红发头盔,1,0,[0|0|0],509110,0,18,18,0,0.011,1050,0,2000,7.5,-1,-1,-1,7000,1.5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,2010,13670,13670,0,0,0,0,[0|0],0,0,0,0,0,0,0,0,26,26,42,16,0,-1,-1,1,0,5,4,0,3,100,0,[0|0],1,1,0,0,0,1,0,0,0,-1,-1,0,1,1,0,0,1,2,0,0.932,0.933,0.946,0.937,0.952,0.95,0.955,109,110,106,110,106,139,139,139,-1,1,0,0.952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0],0,42,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0],红发飘扬的黄金狮子头盔。\n拉塔恩将军的防具。\n\n拉塔恩的火红头发继承自父亲拉达冈，\n他认为是英雄的象征，感到自豪。\n\n　我正是英雄之子，也是战王的狮子。
470100,拉塔恩狮子铠甲,1,0,[0|0|0],609170,0,42,42,100,0.034,1150,0,2000,17.5,-1,-1,-1,7000,1,-0.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,2010,13671,13671,0,0,0,0,[0|0],0,0,0,0,0,0,0,0,60,60,99,38,0,-1,-1,1,0,2,4,1,3,100,0,[0|0],1,0,1,0,0,0,0,0,0,-1,-1,0,1,1,0,0,1,2,0,0.813,0.817,0.85,0.825,0.865,0.859,0.874,109,50,106,50,106,139,139,139,-1,1,0,0.865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0],0,99,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0],参考黄金狮子的形象制成的铠甲。\n拉塔恩将军的防具。\n\n据说黄金狮子的由来，是来自“初始之王”葛孚雷\n以及他的“宰相野兽”瑟洛修。\n拉塔恩在年幼时期，就十分崇拜战王。
470200,拉塔恩臂甲,1,0,[0|0|0],708080,0,14,14,0,0.007,1150,0,2000,5.8,-1,-1,-1,7000,1.1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,2010,13672,13672,0,0,0,0,[0|0],0,0,0,0,0,0,0,0,20,20,33,13,0,-1,-1,1,0,1,4,2,3,90,0,[0|0],1,0,0,1,0,0,0,0,0,-1,-1,0,1,1,0,0,1,2,0,0.953,0.954,0.963,0.956,0.967,0.965,0.969,109,50,106,50,106,139,139,139,-1,1,0,0.967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0],0,33,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0],参考黄金狮子的形象制成的臂甲。\n拉塔恩将军的防具。\n\n据说黄金狮子的由来，是来自“初始之王”葛孚雷\n以及他的“宰相野兽”瑟洛修。\n拉塔恩在年幼时期，就十分崇拜战王。
470300,拉塔恩腿甲,1,0,[0|0|0],808080,0,26,26,0,0.02,1250,0,2000,10.8,-1,-1,-1,7000,1.1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,2010,13673,13673,0,0,0,0,[0|0],0,0,0,0,0,0,0,0,37,37,61,24,0,-1,-1,1,0,6,4,3,3,90,0,[0|0],1,0,0,0,1,0,0,0,0,-1,-1,0,1,1,0,0,1,2,0,0.892,0.894,0.914,0.899,0.923,0.919,0.928,109,50,106,50,106,139,139,139,111,1,0,0.923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0],0,61,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0],参考黄金狮子的形象制成的腿甲。\n拉塔恩将军的防具。\n\n据说黄金狮子的由来，是来自“初始之王”葛孚雷\n以及他的“宰相野兽”瑟洛修。\n拉塔恩在年幼时期，就十分崇拜战王。
471100,拉塔恩狮子铠甲（轻装）,1,0,[0|0|0],609180,0,34,34,100,0.033,1150,0,2000,16.4,-1,-1,-1,7000,1,-0.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,2011,14701,14701,0,0,0,0,[0|0],0,0,0,0,0,0,0,0,52,52,82,32,0,-1,-1,1,0,2,4,1,3,100,0,[0|0],1,0,1,0,0,0,0,0,0,-1,-1,0,1,1,0,0,1,2,0,0.815,0.823,0.854,0.83,0.867,0.86,0.876,109,50,106,50,106,139,139,139,-1,1,0,0.867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0],0,82,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0],参考黄金狮子的形象制成的铠甲。\n拉塔恩将军的防具。\n\n据说黄金狮子的由来，是来自“初始之王”葛孚雷\n以及他的“宰相野兽”瑟洛修。\n拉塔恩在年幼时期，就十分崇拜战王。
480100,鲜血君王上衣,1,0,[0|0|0],602170,0,55,55,100,0.017,1150,0,2000,8.1,-1,-1,-1,7000,1,-0.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,2020,13681,13681,0,0,0,0,[0|0],0,0,0,0,0,0,0,0,63,63,23,55,0,-1,-1,1,0,2,4,1,3,30,0,[0|0],1,0,1,0,0,0,0,0,0,-1,-1,0,1,1,0,0,1,2,0,0.907,0.914,0.9,0.914,0.9,0.878,0.878,109,50,113,50,113,139,139,139,-1,1,0,0.867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0],0,23,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0],黑布上缀以金色奢华设计的上衣。\n“鲜血君王”蒙格的防具。\n\n即将到来的新王朝“蒙格温”之中，\n身为王以及大祭司的证明。\n或者说，这是那漫无止境的妄想证明。
481100,鲜血君王上衣（轻装）,1,0,[0|0|0],602180,0,47,47,100,0.016,1150,0,2000,7.3,-1,-1,-1,7000,1,-0.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,2021,14711,14711,0,0,0,0,[0|0],0,0,0,0,0,0,0,0,57,57,19,47,0,-1,-1,1,0,2,4,1,3,30,0,[0|0],1,0,1,0,0,0,0,0,0,-1,-1,0,1,1,0,0,1,2,0,0.911,0.919,0.904,0.919,0.904,0.88,0.88,109,50,113,50,113,139,139,139,-1,1,0,0.866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0],0,19,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0],黑布上缀以金色奢华设计的上衣。\n“鲜血君王”蒙格的防具。\n\n即将到来的新王朝“蒙格温”之中，\n身为王以及大祭司的证明。\n或者说，这是那漫无止境的妄想证明。
510000,女王弯月冠,1,0,[0|0|0],501160,0,31,31,0,0.003,1050,0,2000,2.2,6051000,-1,-1,7000,1.5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,2050,13710,13710,0,0,0,0,[0|0],0,0,0,0,0,0,0,0,18,18,11,35,0,-1,-1,1,0,5,4,0,3,20,0,[0|0],1,1,0,0,0,1,0,0,0,-1,-1,0,1,1,0,0,1,2,0,0.979,0.982,0.982,0.986,0.951,0.955,0.954,109,110,113,110,113,139,139,139,-1,1,0,0.953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0],0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0],参考月亮的模样制成的长型头冠。\n“满月女王”蕾娜菈的防具。\n能提升智力。\n\n蕾娜菈身兼魔法学院雷亚卢卡利亚，\n以及卡利亚王室领导者──\n从失去伴侣拉达冈的那一刻起，也失去了心。\n\n随后学院立刻就察觉到，\n蕾娜菈已经不是英雄。
