ID,Name,disableParam_NT,disableParamReserve1,disableParamReserve2,refId,sfxVariationId,weight,behaviorId,basicPrice,sellValue,sortId,qwcId,equipModelId,iconId,shopLv,trophySGradeId,trophySeqId,equipModelCategory,equipModelGender,accessoryCategory,refCategory,spEffectCategory,sortGroupId,vagrantItemLotId,vagrantBonusEneDropItemLotId,vagrantItemEneDropItemLotId,isDeposit,isEquipOutBrake,disableMultiDropShare,isDiscard,isDrop,showLogCondType,showDialogCondType,rarity,pad2,saleValue,accessoryGroup,pad3,compTrophySedId,residentSpEffectId1,residentSpEffectId2,residentSpEffectId3,residentSpEffectId4,pad1,Caption
1031,众武护符＋１,1,0,[0|0|0],310310,-1,1.5,0,0,500,400140,0,0,18031,-1,-1,-1,0,0,0,2,0,10,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,1030,0,-1,0,0,0,0,[0|0|0|0],众多武器聚集成块的铁制护符。\n能大幅提升装备重量的上限。\n\n从复仇英雄的知名武器──\n异形大剑发想、制成的护符。
1032,大壶众武护符,1,0,[0|0|0],310320,-1,1.5,0,0,1000,400150,0,0,18032,-1,-1,-1,0,0,0,2,0,10,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,1030,0,-1,0,0,0,0,[0|0|0|0],众多武器涌出大壶的护符。\n能更大幅提升装备重量的上限。\n\n大壶将此护符赠予自己的战士们。\n\n　拿多一些，好好长大喔。
1040,黄金树的恩惠,1,0,[0|0|0],310400,-1,1.5,0,0,500,400160,0,0,18040,-1,-1,-1,0,0,0,2,0,10,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,1040,0,-1,0,0,0,0,[0|0|0|0],黄金树特殊恩惠的象征。\n能些微提升血量、精力，以及装备重量的上限。\n\n据说在黄金树时代之始，\n玛莉卡女王亲自赐予此护符。
1041,黄金树的恩惠＋１,1,0,[0|0|0],310410,-1,1.5,0,0,1500,400170,0,0,18041,-1,-1,-1,0,0,0,2,0,10,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,1040,0,-1,0,0,0,0,[0|0|0|0],黄金树特殊恩惠的象征。\n能提升血量、精力，以及装备重量的上限。\n\n据说在黄金树时代之始，\n玛莉卡女王亲自赐予此护符。
1042,黄金树的恩惠＋２,1,0,[0|0|0],310420,-1,1.5,0,0,3000,400180,0,0,18042,-1,-1,-1,0,0,0,2,0,10,-1,-1,-1,1,0,0,1,1,1,2,3,[0|0],0,1040,0,17,0,0,0,0,[0|0|0|0],黄金树特殊恩惠的象征。\n“传说中的护符”之一。\n\n能大幅提升血量、精力，以及装备重量的上限。\n\n据说在黄金树时代之始，\n玛莉卡女王亲自赐予此护符。
1050,拉达冈的烙印,1,0,[0|0|0],310500,-1,0.8,0,0,3000,400190,0,0,18050,-1,-1,-1,0,0,0,2,0,10,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,1050,0,-1,0,0,0,0,[0|0|0|0],受艾尔登卢恩雕琢的眼珠。\n据说是王夫拉达冈的烙印。\n\n能提升生命力、耐力、力气、灵巧，\n但增加受到的损伤。\n\n烙印是被神祇找上的人物\n受赐生涯使命的证明。
1051,拉达冈的糜烂烙印,1,0,[0|0|0],310510,-1,0.8,0,0,3000,400200,0,0,18051,-1,-1,-1,0,0,0,2,0,10,-1,-1,-1,1,0,0,1,1,1,2,3,[0|0],0,1050,0,17,0,0,0,0,[0|0|0|0],受艾尔登卢恩雕琢的眼珠。\n“传说中的护符”之一。\n据说是王夫拉达冈的烙印。\n\n能大幅提升生命力、耐力、力气、灵巧，\n但大幅增加受到的损伤。\n\n沉重的使命会侵蚀肩负者，\n犹如无法逃离的诅咒。
1060,碎星的传说,1,0,[0|0|0],310600,-1,0.8,0,0,1000,400230,0,0,18070,-1,-1,-1,0,0,0,2,0,10,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,1060,0,-1,0,0,0,0,[0|0|0|0],雕制关于英雄传说的护符。\n能提升力气。\n\n被誉为最强半神的英雄，\n独自挑战、粉碎坠落的星星。\n据说从那之后，星星的命运就受到封印。
1070,义手剑士的传说,1,0,[0|0|0],310700,-1,0.8,0,0,1000,400240,0,0,18080,-1,-1,-1,0,0,0,2,0,10,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,1070,0,-1,0,0,0,0,[0|0|0|0],雕制关于英雄传说的护符。\n能提升灵巧。\n\n生来就受到宿疾侵蚀的少女，\n邂逅了老师，以及他的流水剑。\n据说她因此获得了无敌的飞翼。
1080,观星少女的传说,1,0,[0|0|0],310800,-1,0.6,0,0,1000,400250,0,0,18090,-1,-1,-1,0,0,0,2,0,10,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,1080,0,-1,0,0,0,0,[0|0|0|0],雕制关于女王传说的护符。\n能提升智力。\n\n观星少女仰望夜空步行，\n度过一段不停追赶星星的旅行。\n随后她遇见了满月，成为女王。
1090,双指的传说,1,0,[0|0|0],310900,-1,0.6,0,0,1000,400260,0,0,18100,-1,-1,-1,0,0,0,2,0,10,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,1090,0,-1,0,0,0,0,[0|0|0|0],雕制关于双指传说的护符。\n能提升信仰。\n\n指头无法发声，却能言善道；\n指头固执蠕动，空中布满奥秘──\n随后我们得到了话语，那信仰的话语。
1100,银色粪金龟,1,0,[0|0|0],311000,-1,1.2,0,0,500,406150,0,0,18110,-1,-1,-1,0,0,0,2,0,70,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,1100,0,-1,0,0,0,0,[0|0|0|0],各种宝藏、贵重物品的搬运工──\n以粪金龟的形象制成的护符。\n\n银色的护符能提升观察力。
1110,金色粪金龟,1,0,[0|0|0],311100,-1,1.2,0,0,500,406140,0,0,18120,-1,-1,-1,0,0,0,2,0,70,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,1110,0,-1,0,0,0,0,[0|0|0|0],各种宝藏、贵重物品的搬运工──\n以粪金龟的形象制成的护符。\n\n金色的护符在打倒敌人时，\n能增加获得的卢恩。
1140,诺克史黛拉之月,1,0,[0|0|0],311400,-1,0.8,0,0,2000,403050,0,0,18150,-1,-1,-1,0,0,0,2,0,40,-1,-1,-1,1,0,0,1,1,1,2,3,[0|0],0,1140,0,17,0,0,0,0,[0|0|0|0],“永恒之城”诺克史黛拉的秘密宝藏。\n“传说中的护符”之一。\n\n能增加记忆空格。\n\n此为参考他们失去的黑色月亮制成。\n无数的星星跟随着诺克史黛拉的月亮。
1150,绿龟护符,1,0,[0|0|0],311500,-1,0.7,0,0,500,400120,0,0,18160,-1,-1,-1,0,0,0,2,0,10,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,1150,0,-1,0,0,0,0,[0|0|0|0],参考绿乌龟的模样制成的护符。\n能提升精力的恢复速度。\n\n乌龟是著名的营养食材，为精力无穷的象征。\n\n据说称呼乌龟为睿智兽物的人们，\n认为那是野蛮的习俗。
1160,健壮角饰品,1,0,[0|0|0],311600,-1,0.6,0,0,500,401210,0,0,18170,-1,-1,-1,0,0,0,2,0,20,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,1160,0,-1,0,0,0,0,[0|0|0|0],祖灵之民的装饰品。\n能提升健壮度。\n（健壮度是对出血、冻伤的抵抗力。）\n\n据说此为即将萌发的角。\n长命野兽的角会长出新芽，\n在不停萌发新芽之后，野兽会成为祖灵。
1161,健壮角饰品＋１,1,0,[0|0|0],311610,-1,0.6,0,0,1000,401220,0,0,18171,-1,-1,-1,0,0,0,2,0,20,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,1160,0,-1,0,0,0,0,[0|0|0|0],祖灵之民的装饰品。\n能大幅提升健壮度。\n（健壮度是对出血、冻伤的抵抗力。）\n\n据说此为即将萌发的角。\n长命野兽的角会长出新芽，\n在不停萌发新芽之后，野兽会成为祖灵。
1170,免疫角饰品,1,0,[0|0|0],311700,-1,0.6,0,0,500,401190,0,0,18180,-1,-1,-1,0,0,0,2,0,20,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,1170,0,-1,0,0,0,0,[0|0|0|0],祖灵之民的装饰品。\n能提升免疫力。\n（免疫力是对中毒、腐败的抵抗力。）\n\n据说此为即将萌发的角。\n长命野兽的角会长出新芽，\n在不停萌发新芽之后，野兽会成为祖灵。
1171,免疫角饰品＋１,1,0,[0|0|0],311710,-1,0.6,0,0,1000,401200,0,0,18181,-1,-1,-1,0,0,0,2,0,20,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,1170,0,-1,0,0,0,0,[0|0|0|0],祖灵之民的装饰品。\n能大幅提升免疫力。\n（免疫力是对中毒、腐败的抵抗力。）\n\n据说此为即将萌发的角。\n长命野兽的角会长出新芽，\n在不停萌发新芽之后，野兽会成为祖灵。
1180,理智角饰品,1,0,[0|0|0],311800,-1,0.6,0,0,500,401230,0,0,18190,-1,-1,-1,0,0,0,2,0,20,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,1180,0,-1,0,0,0,0,[0|0|0|0],祖灵之民的装饰品。\n能提升理智度。\n（理智度是对催眠、发狂的抵抗力。）\n\n据说此为即将萌发的角。\n长命野兽的角会长出新芽，\n在不停萌发新芽之后，野兽会成为祖灵。
1181,理智角饰品＋１,1,0,[0|0|0],311810,-1,0.6,0,0,1000,401240,0,0,18191,-1,-1,-1,0,0,0,2,0,20,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,1180,0,-1,0,0,0,0,[0|0|0|0],祖灵之民的装饰品。\n能大幅提升理智度。\n（理智度是对催眠、发狂的抵抗力。）\n\n据说此为即将萌发的角。\n长命野兽的角会长出新芽，\n在不停萌发新芽之后，野兽会成为祖灵。
1190,死王子的脓疮,1,0,[0|0|0],311900,-1,0.6,0,0,500,401270,0,0,3220,-1,-1,-1,0,0,0,2,0,20,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,1190,0,-1,0,0,0,0,[0|0|0|0],腥臭化脓的人面脓疮。\n能提升抗死度。\n\n据说那是死王子的脸──\n过去他被称作葛德文，是半神之中的初始死者，\n后来被埋葬在王城地底深处，那黄金树的根部。
1191,死王子的恶性脓疮,1,0,[0|0|0],311910,-1,0.6,0,0,1000,401280,0,0,18201,-1,-1,-1,0,0,0,2,0,20,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,1190,0,-1,0,0,0,0,[0|0|0|0],腥臭化脓的恶性人面脓疮。\n能大幅提升抗死度。\n\n据说那是死王子的脸──\n半神之中的初始死者、黄金之子，\n那心有罣碍，受尽玷污的遗容。
1200,斑斓项链,1,0,[0|0|0],312000,-1,0.9,0,0,1000,401250,0,0,18210,-1,-1,-1,0,0,0,2,0,20,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,1200,0,-1,0,0,0,0,[0|0|0|0],祖灵之民的装饰品。\n其中以多种色彩点缀的贵重物品。\n\n能提升免疫力、健壮度、理智度。\n\n据说此为即将萌发的角。\n长命野兽的角会长出新芽，\n在不停萌发新芽之后，野兽会成为祖灵。
1201,斑斓项链＋１,1,0,[0|0|0],312010,-1,0.9,0,0,2000,401260,0,0,18211,-1,-1,-1,0,0,0,2,0,20,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,1200,0,-1,0,0,0,0,[0|0|0|0],祖灵之民的装饰品。\n其中以多种色彩点缀的贵重物品。\n\n能大幅提升免疫力、健壮度、理智度。\n\n据说此为即将萌发的角。\n长命野兽的角会长出新芽，\n在不停萌发新芽之后，野兽会成为祖灵。
1210,大山羊护符,1,0,[0|0|0],312100,-1,0.5,0,0,1000,405000,0,0,18220,-1,-1,-1,0,0,0,2,0,60,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,1210,0,-1,0,0,0,0,[0|0|0|0],参考大山羊的角制成的护符。\n能提升强韧度。\n\n大山羊因为某位骑士而闻名──\n粗壮、强大、绝不畏缩的忒拉格斯。\n据说他是战斗者的沉默战友。
1220,玛莉卡的烙印,1,0,[0|0|0],312200,-1,0.8,0,0,3000,400210,0,0,18060,-1,-1,-1,0,0,0,2,0,10,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,1220,0,-1,0,0,0,0,[0|0|0|0],受艾尔登卢恩雕琢的眼珠。\n据说是玛莉卡女王的烙印。\n\n能提升集中力、智力、信仰、感应，\n但增加受到的损伤。\n\n烙印是被神祇找上的人物\n受赐生涯使命的证明。
1221,玛莉卡的糜烂烙印,1,0,[0|0|0],312210,-1,0.8,0,0,3000,400220,0,0,18061,-1,-1,-1,0,0,0,2,0,10,-1,-1,-1,1,0,0,1,1,1,2,3,[0|0],0,1220,0,17,0,0,0,0,[0|0|0|0],受艾尔登卢恩雕琢的眼珠。\n“传说中的护符”之一。\n据说是玛莉卡女王的烙印。\n\n能大幅提升集中力、智力、信仰、感应，\n但大幅增加受到的损伤。\n\n沉重的使命会侵蚀肩负者，\n犹如无法逃离的诅咒。
1230,战士壶碎片,1,0,[0|0|0],312300,-1,0.9,0,0,500,404040,0,0,18870,-1,-1,-1,0,0,0,2,0,50,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,1230,0,-1,0,0,0,0,[0|0|0|0],破裂死亡的战士壶碎片。\n\n能提升战技的攻击力。\n\n碎片上紧粘着软化的尸块，\n其中还能看到饰品的残骸。\n有可能是从前王室战士的遗物。
1231,亚历山大的碎片,1,0,[0|0|0],312310,-1,0.9,0,0,1000,404050,0,0,18871,-1,-1,-1,0,0,0,2,0,50,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,1230,0,-1,0,0,0,0,[0|0|0|0],破裂死亡的“战士壶”亚历山大的碎片。\n\n能大幅提升战技的攻击力。\n\n碎片上紧粘着软化的尸块，\n其中还能看到饰品的残骸。\n好像是红发英雄的遗物。
1250,米莉森的义手,1,0,[0|0|0],312500,-1,1.6,0,0,1000,406080,0,0,18890,-1,-1,-1,0,0,0,2,0,70,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,1250,0,-1,312501,312502,312503,312504,[0|0|0|0],米莉森使用的黄金义手的一部分。\n手掌动作固定在高举剑的姿势。\n\n能提升灵巧、\n攻击越是连续，越能提升攻击力。\n\n透过美妙背叛所产生的绝望，\n身为花蕾的她绽放成娇艳的花朵。\n总有一天，她将会重生──\n化为猩红女武神。
2000,魔力对蝎,1,0,[0|0|0],320000,-1,0.8,0,0,500,405020,0,0,18230,-1,-1,-1,0,0,0,2,0,60,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,2000,0,-1,0,0,0,0,[0|0|0|0],采取奇特手段偷袭的刺客们拥有的护符。\n参考刚蜕皮的蝎子制成，\n蝎螯夹着魔力色的心脏。\n\n能提升魔力属性攻击力，但降低减伤率。
2010,雷对蝎,1,0,[0|0|0],320100,-1,0.8,0,0,500,405040,0,0,18240,-1,-1,-1,0,0,0,2,0,60,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,2010,0,-1,0,0,0,0,[0|0|0|0],采取奇特手段偷袭的刺客们拥有的护符。\n参考刚蜕皮的蝎子制成，\n蝎螯夹着雷色的心脏。\n\n能提升雷属性攻击力，但降低减伤率。
2020,火对蝎,1,0,[0|0|0],320200,-1,0.8,0,0,500,405030,0,0,18250,-1,-1,-1,0,0,0,2,0,60,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,2020,0,-1,0,0,0,0,[0|0|0|0],采取奇特手段偷袭的刺客们拥有的护符。\n参考刚蜕皮的蝎子制成，\n蝎螯夹着火色的心脏。\n\n能提升火属性攻击力，但降低减伤率。
2030,圣对蝎,1,0,[0|0|0],320300,-1,0.8,0,0,500,405050,0,0,18260,-1,-1,-1,0,0,0,2,0,60,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,2030,0,-1,0,0,0,0,[0|0|0|0],采取奇特手段偷袭的刺客们拥有的护符。\n参考刚蜕皮的蝎子制成，\n蝎螯夹着圣色的心脏。\n\n能提升圣属性攻击力，但降低减伤率。
2040,红羽七刃剑,1,0,[0|0|0],320400,-1,1.4,0,0,500,406000,0,0,18270,-1,-1,-1,0,0,0,2,0,70,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,2040,0,-1,0,0,0,0,[0|0|0|0],源自古代死亡仪式的护符。\n红色羽毛的护符，在血量偏低时，\n能提升攻击力。\n\n与死亡比邻时，情绪会为之高昂──\n那拚命求生的模样，\n会让随后到来的死亡更加耀眼。
2050,献斗剑护符,1,0,[0|0|0],320500,-1,0.9,0,0,500,406020,0,0,18280,-1,-1,-1,0,0,0,2,0,70,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,2050,0,-1,0,0,0,0,[0|0|0|0],过去献给黄金树的战斗仪式──\n参考用于仪式中的剑制成的护符。\n\n血量全满时，能提升攻击力。\n\n战斗仪式在王夫拉达冈的时代受到废除，\n散布各处的竞技场是遗留下来的产物。
2060,矛护符,1,0,[0|0|0],320600,-1,0.5,0,0,500,402050,0,0,18290,-1,-1,-1,0,0,0,2,0,30,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,2060,0,-1,0,0,0,0,[0|0|0|0],以矛与士兵的形象制成的护符。\n能强化突刺攻击特有的反击攻击。\n\n在交界地之中，常见士兵用矛。\n遇上强敌时，有时能给予有效反击。
2070,大槌护符,1,0,[0|0|0],320700,-1,0.9,0,0,500,402040,0,0,18300,-1,-1,-1,0,0,0,2,0,30,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,2070,0,-1,0,0,0,0,[0|0|0|0],以大槌与骑士的形象制成的护符。\n当敌人防御，攻击时能增加对方消耗的精力。\n\n槌在对上持盾敌人时相当有效，\n为狩猎骑士时的知名武器。
2080,带翼剑徽章,1,0,[0|0|0],320800,-1,1.4,0,0,500,406060,0,0,18310,-1,-1,-1,0,0,0,2,0,70,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,2080,0,-1,320801,320802,320803,0,[0|0|0|0],参考高举的义手刀制成的护符。\n与残身玛莲妮亚并肩作战的\n骑士们拥有的徽章。\n\n攻击越是连续，越能提升攻击力。\n\n飞翼象征着玛莲妮亚，以及战无不胜。\n生来的宿疾让她不知何谓安祥，\n因此她的剑维持美丽，也带有壮烈的特质。
2081,腐败翼剑徽章,1,0,[0|0|0],320810,-1,1.4,0,0,500,406070,0,0,18311,-1,-1,-1,0,0,0,2,0,70,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,2080,0,-1,320811,320812,320813,0,[0|0|0|0],参考高举的义手刀制成的护符。\n侍奉腐败女神的女武神们拥有的徽章。\n\n攻击越是连续，越能大幅提升攻击力。\n\n四位姊妹诞生自艾奥尼亚沼泽，\n透过格威的帮助，到达了圣树──\n然而她们是不完全的花蕾。
2090,短剑护符,1,0,[0|0|0],320900,-1,1.1,0,0,500,402000,0,0,18320,-1,-1,-1,0,0,0,2,0,30,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,2090,0,-1,0,0,0,0,[0|0|0|0],以短剑与医师的形象制成的护符。\n能强化致命一击。\n\n白衣的战场医师看见一息尚存的人，\n不论敌我，皆会给予最后一击──\n正因为慈悲为怀，才会痛下杀手。
2100,远箭护符,1,0,[0|0|0],321000,-1,0.7,0,0,500,402100,0,0,18330,-1,-1,-1,0,0,0,2,0,30,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,2100,0,-1,0,0,0,0,[0|0|0|0],以三支羽毛箭的形象制成的护符。\n狩猎野兽的猎人们拥有的物品。\n\n能提升弓的射程距离。
2110,蓝色舞娘,1,0,[0|0|0],321100,-1,0.9,0,0,500,405010,0,0,18350,-1,-1,-1,0,0,0,2,0,60,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,2110,0,-1,0,0,0,0,[0|0|0|0],以蓝衣舞娘的形象制成的布质人偶。\n非常古老，传承而来的物品。\n\n装备重量越轻，攻击力会越高。\n\n据说蓝衣舞娘是妖精。\n妖精将流水剑赐予盲眼剑士，\n剑士因此得以封印古老神祇──封印腐败。
2120,双头剑护符,1,0,[0|0|0],321200,-1,0.7,0,0,500,402020,0,0,18360,-1,-1,-1,0,0,0,2,0,30,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,2120,0,-1,0,0,0,0,[0|0|0|0],以双头剑与密使的形象制成的护符。\n能强化连续攻击的最后一记攻击。\n\n密使们继承而来的双头剑剑术\n贯彻攻击招招不致命，\n但最后一记攻击最为强力的作法。
2130,斧护符,1,0,[0|0|0],321300,-1,0.8,0,0,500,402030,0,0,18370,-1,-1,-1,0,0,0,2,0,30,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,2130,0,-1,0,0,0,0,[0|0|0|0],以斧与战士的形象制成的护符。\n能强化蓄力攻击。\n\n斧是长征战王的武器，\n众战士推崇王之余，也使用相同武器。\n他们擅长使出蓄满力量的攻击。
2140,骑枪护符,1,0,[0|0|0],321400,-1,0.7,0,0,500,402060,0,0,18380,-1,-1,-1,0,0,0,2,0,30,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,2140,0,-1,0,0,0,0,[0|0|0|0],以骑枪与骑士的形象制成的护符。\n能提升骑马时的攻击力。\n\n骑在马上的骑士十分可畏──\n身在高处，视野更加全面，\n可说是如虎添翼。
2150,硬箭护符,1,0,[0|0|0],321500,-1,0.7,0,0,500,402090,0,0,18340,-1,-1,-1,0,0,0,2,0,30,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,2150,0,-1,0,0,0,0,[0|0|0|0],以三支铁箭的形象制成的护符。\n古老士兵们的物品。\n\n能提升射出箭、弩箭时的攻击力。
2160,鲜血君王的欢愉,1,0,[0|0|0],321600,-1,0.9,0,0,500,406110,0,0,18390,-1,-1,-1,0,0,0,2,0,70,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,2160,0,-1,0,0,0,0,[0|0|0|0],以鲜血君王的欢欣模样制成的护符。\n\n当周围人物陷入异常状态出血时，\n能提升攻击力\n\n　向鲜血君王献上鲜血吧──\n　让大人伴侣的房内，让茧内填满鲜血。\n　年幼的伴侣觉醒之时，我们的王朝随之开创。
2170,腐败眷属的欢愉,1,0,[0|0|0],321700,-1,0.9,0,0,500,406100,0,0,18400,-1,-1,-1,0,0,0,2,0,70,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,2170,0,-1,0,0,0,0,[0|0|0|0],以虫群的欢欣模样制成的护符。\n\n当周围人物陷入异常状态中毒、腐败时，\n能提升攻击力。\n\n　向猩红女神献上腐败吧──\n　在遥远他方怒放猩红花朵，\n　回到我们这群弃子的身旁吧。
