ID,Name,disableParam_NT,disableParamReserve1,disableParamReserve2,behaviorVariationId,sortId,wanderingEquipId,weight,weaponWeightRate,fixPrice,reinforcePrice,sellValue,correctStrength,correctAgility,correctMagic,correctFaith,physGuardCutRate,magGuardCutRate,fireGuardCutRate,thunGuardCutRate,spEffectBehaviorId0,spEffectBehaviorId1,spEffectBehaviorId2,residentSpEffectId,residentSpEffectId1,residentSpEffectId2,materialSetId,originEquipWep,originEquipWep1,originEquipWep2,originEquipWep3,originEquipWep4,originEquipWep5,originEquipWep6,originEquipWep7,originEquipWep8,originEquipWep9,originEquipWep10,originEquipWep11,originEquipWep12,originEquipWep13,originEquipWep14,originEquipWep15,weakA_DamageRate,weakB_DamageRate,weakC_DamageRate,weakD_DamageRate,sleepGuardResist_MaxCorrect,madnessGuardResist_MaxCorrect,saWeaponDamage,equipModelId,iconId,durability,durabilityMax,attackThrowEscape,parryDamageLife,attackBasePhysics,attackBaseMagic,attackBaseFire,attackBaseThunder,attackBaseStamina,guardAngle,saDurability,staminaGuardDef,reinforceTypeId,trophySGradeId,trophySeqId,throwAtkRate,bowDistRate,equipModelCategory,equipModelGender,weaponCategory,wepmotionCategory,guardmotionCategory,atkMaterial,defSeMaterial1,correctType_Physics,spAttribute,spAtkcategory,wepmotionOneHandId,wepmotionBothHandId,properStrength,properAgility,properMagic,properFaith,overStrength,attackBaseParry,defenseBaseParry,guardBaseRepel,attackBaseRepel,guardCutCancelRate,guardLevel,slashGuardCutRate,blowGuardCutRate,thrustGuardCutRate,poisonGuardResist,diseaseGuardResist,bloodGuardResist,curseGuardResist,atkAttribute,rightHandEquipable,leftHandEquipable,bothHandEquipable,arrowSlotEquipable,boltSlotEquipable,enableGuard,enableParry,enableMagic,enableSorcery,enableMiracle,enableVowMagic,isNormalAttackType,isBlowAttackType,isSlashAttackType,isThrustAttackType,isEnhance,isHeroPointCorrect,isCustom,disableBaseChangeReset,disableRepair,isDarkHand,simpleModelForDlc,lanternWep,isVersusGhostWep,baseChangeCategory,isDragonSlayer,isDeposit,disableMultiDropShare,isDiscard,isDrop,showLogCondType,enableThrow,showDialogCondType,disableGemAttr,defSfxMaterial1,wepCollidableType0,wepCollidableType1,postureControlId_Right,postureControlId_Left,traceSfxId0,traceDmyIdHead0,traceDmyIdTail0,traceSfxId1,traceDmyIdHead1,traceDmyIdTail1,traceSfxId2,traceDmyIdHead2,traceDmyIdTail2,traceSfxId3,traceDmyIdHead3,traceDmyIdTail3,traceSfxId4,traceDmyIdHead4,traceDmyIdTail4,traceSfxId5,traceDmyIdHead5,traceDmyIdTail5,traceSfxId6,traceDmyIdHead6,traceDmyIdTail6,traceSfxId7,traceDmyIdHead7,traceDmyIdTail7,defSfxMaterial2,defSeMaterial2,absorpParamId,toughnessCorrectRate,isValidTough_ProtSADmg,isDualBlade,isAutoEquip,isEnableEmergencyStep,invisibleOnRemo,unknown_0x17c_5,quickMatchReplenish,isWeaponCatalyst,correctType_Magic,correctType_Fire,correctType_Thunder,weakE_DamageRate,weakF_DamageRate,darkGuardCutRate,attackBaseDark,correctType_Dark,correctType_Poison,sortGroupId,atkAttribute2,sleepGuardResist,madnessGuardResist,correctType_Blood,properLuck,freezeGuardResist,autoReplenishType,swordArtsParamId,correctLuck,arrowBoltEquipId,DerivationLevelType,enchantSfxSize,wepType,physGuardCutRate_MaxCorrect,magGuardCutRate_MaxCorrect,fireGuardCutRate_MaxCorrect,thunGuardCutRate_MaxCorrect,darkGuardCutRate_MaxCorrect,poisonGuardResist_MaxCorrect,diseaseGuardResist_MaxCorrect,bloodGuardResist_MaxCorrect,curseGuardResist_MaxCorrect,freezeGuardResist_MaxCorrect,staminaGuardDef_MaxCorrect,residentSfxId_1,residentSfxId_2,residentSfxId_3,residentSfxId_4,residentSfx_DmyId_1,residentSfx_DmyId_2,residentSfx_DmyId_3,residentSfx_DmyId_4,staminaConsumptionRate,vsPlayerDmgCorrectRate_Physics,vsPlayerDmgCorrectRate_Magic,vsPlayerDmgCorrectRate_Fire,vsPlayerDmgCorrectRate_Thunder,vsPlayerDmgCorrectRate_Dark,vsPlayerDmgCorrectRate_Poison,vsPlayerDmgCorrectRate_Blood,vsPlayerDmgCorrectRate_Freeze,attainmentWepStatusStr,attainmentWepStatusDex,attainmentWepStatusMag,attainmentWepStatusFai,attainmentWepStatusLuc,attackElementCorrectId,saleValue,reinforceShopCategory,maxArrowQuantity,residentSfx_1_IsVisibleForHang,residentSfx_2_IsVisibleForHang,residentSfx_3_IsVisibleForHang,residentSfx_4_IsVisibleForHang,isSoulParamIdChange_model0,isSoulParamIdChange_model1,isSoulParamIdChange_model2,isSoulParamIdChange_model3,wepSeIdOffset,baseChangePrice,levelSyncCorrectId,correctType_Sleep,correctType_Madness,rarity,gemMountType,wepRegainHp,spEffectMsgId0,spEffectMsgId1,spEffectMsgId2,originEquipWep16,originEquipWep17,originEquipWep18,originEquipWep19,originEquipWep20,originEquipWep21,originEquipWep22,originEquipWep23,originEquipWep24,originEquipWep25,vsPlayerDmgCorrectRate_Sleep,vsPlayerDmgCorrectRate_Madness,saGuardCutRate,defMaterialVariationValue,spAttributeVariationValue,stealthAtkRate,vsPlayerDmgCorrectRate_Disease,vsPlayerDmgCorrectRate_Curse,restrictSpecialSwordArt,pad,Caption
6500600,雷电昆兰的大剑,0,0,[0|0|0],600,1501507,0,7.5,0,550,430,100,20,40,0,20,50,34,45,34,-1,-1,-1,-1,-1,-1,0,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,1,1,1,1,15,15,5.5,306,12215,0,0,1,10,106,0,29,106,46,60,0,33,600,-1,-1,0,-1,7,0,2,39,2,0,100,0,12,0,3,10,14,18,0,12,99,0,0,10,60,0,1,0,0,0,16,16,16,16,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,106,1,1,7,7,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,27,0.059,0,0,0,1,1,0,0,0,0,0,4,1,1,34,0,0,6,60,2,16,16,6,0,16,0,101,0,0,0,0,16,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.155,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,0,3800,310,6,6,2,2,83,-1,-1,-1,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,1,1,0,0,0,0,1,1,0,[0|0|0|0|0|0|0],“火焰骑士”昆兰的武器。\n有着波浪状剑身，象征火焰的重刺剑。\n\n昆兰将一切献给了圣战──\n他改造自己的大剑，让外表形似主人的矛，\n期许自己成为另一位“穿刺者”。
6500700,神圣昆兰的大剑,0,0,[0|0|0],600,1501508,0,7.5,0,550,430,100,6,9,0,45,50,34,45,34,-1,-1,-1,-1,-1,-1,0,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,1,1,1,1,15,15,5.5,306,12215,0,0,1,10,106,0,29,0,46,60,0,33,700,-1,-1,0,-1,7,0,2,39,2,0,100,0,13,0,3,10,14,18,0,12,99,0,0,10,60,0,1,0,0,0,16,16,16,16,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,106,1,1,7,7,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,27,0.059,0,0,0,1,1,0,0,0,0,0,0,1,1,34,106,4,6,60,2,16,16,6,0,16,0,101,0,0,0,0,16,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.155,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,0,3800,310,6,6,2,2,83,-1,-1,-1,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,1,1,0,0,0,0,1,1,0,[0|0|0|0|0|0|0],“火焰骑士”昆兰的武器。\n有着波浪状剑身，象征火焰的重刺剑。\n\n昆兰将一切献给了圣战──\n他改造自己的大剑，让外表形似主人的矛，\n期许自己成为另一位“穿刺者”。
6500800,魔力昆兰的大剑,0,0,[0|0|0],600,1501504,0,7.5,0,550,430,100,7,11,50,25,50,34,45,34,-1,-1,-1,-1,-1,-1,0,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,1,1,1,1,15,15,5.5,306,12215,0,0,1,10,106,106,29,0,46,60,0,33,800,-1,-1,0,-1,7,0,2,39,2,0,100,0,10,0,3,10,14,18,0,12,99,0,0,10,60,0,1,0,0,0,16,16,16,16,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,106,1,1,7,7,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,27,0.059,0,0,0,1,1,0,0,0,4,0,0,1,1,34,0,0,6,60,2,16,16,6,0,16,0,101,0,0,0,0,16,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.155,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,0,3800,310,6,6,2,2,83,-1,-1,-1,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,1,1,0,0,0,0,1,1,0,[0|0|0|0|0|0|0],“火焰骑士”昆兰的武器。\n有着波浪状剑身，象征火焰的重刺剑。\n\n昆兰将一切献给了圣战──\n他改造自己的大剑，让外表形似主人的矛，\n期许自己成为另一位“穿刺者”。
6500900,寒冷昆兰的大剑,0,0,[0|0|0],600,1501511,0,7.5,0,550,430,100,24,36,60,25,50,34,45,34,-1,107600,-1,-1,-1,-1,0,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,1,1,1,1,15,15,5.5,306,12215,0,0,1,10,106,90,29,0,46,60,0,33,900,-1,-1,0,-1,7,0,2,39,2,0,100,0,10,0,3,10,14,18,0,12,99,0,0,10,60,0,1,0,0,0,16,16,16,16,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,106,1,1,7,7,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,27,0.059,0,0,0,1,1,0,0,0,4,0,0,1,1,34,0,0,6,60,2,16,16,6,0,16,0,101,0,0,0,0,16,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.155,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,0,3800,310,6,6,2,2,83,6601,-1,-1,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,1,1,0,0,0,0,1,1,0,[0|0|0|0|0|0|0],“火焰骑士”昆兰的武器。\n有着波浪状剑身，象征火焰的重刺剑。\n\n昆兰将一切献给了圣战──\n他改造自己的大剑，让外表形似主人的矛，\n期许自己成为另一位“穿刺者”。
6501000,毒昆兰的大剑,0,0,[0|0|0],600,1501509,0,7.5,0,550,430,100,30,45,0,25,50,34,45,34,-1,106100,-1,-1,-1,-1,0,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,1,1,1,1,15,15,5.5,306,12215,0,0,1,10,106,0,29,0,46,60,0,33,1000,-1,-1,0,-1,7,0,2,39,2,0,100,0,11,0,3,10,14,18,0,12,99,0,0,10,60,0,1,0,0,0,16,16,16,16,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,106,1,1,7,7,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,27,0.059,0,0,0,1,1,0,0,0,0,0,0,1,1,34,0,0,6,60,2,16,16,6,0,16,0,101,30,0,0,0,16,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.155,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10013,0,1,1,0,0,0,0,1,0,0,0,0,3800,310,6,6,2,2,83,6401,-1,-1,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,1,1,0,0,7,0,1,1,0,[0|0|0|0|0|0|0],“火焰骑士”昆兰的武器。\n有着波浪状剑身，象征火焰的重刺剑。\n\n昆兰将一切献给了圣战──\n他改造自己的大剑，让外表形似主人的矛，\n期许自己成为另一位“穿刺者”。
6501100,血昆兰的大剑,0,0,[0|0|0],600,1501510,0,7.5,0,550,430,100,30,45,0,25,50,34,45,34,105100,-1,-1,-1,-1,-1,0,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,1,1,1,1,15,15,5.5,306,12215,0,0,1,10,106,0,29,0,46,60,0,33,1100,-1,-1,0,-1,7,0,2,39,2,0,100,0,11,0,3,10,14,18,0,12,99,0,0,10,60,0,1,0,0,0,16,16,16,16,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,106,1,1,7,7,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,27,0.059,0,0,0,1,1,0,0,0,0,0,0,1,1,34,0,0,6,60,2,16,16,6,0,16,0,101,30,0,0,0,16,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.155,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10013,0,1,1,0,0,0,0,1,0,0,0,0,3800,310,6,6,2,2,83,6501,-1,-1,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,1,1,0,0,7,0,1,1,0,[0|0|0|0|0|0|0],“火焰骑士”昆兰的武器。\n有着波浪状剑身，象征火焰的重刺剑。\n\n昆兰将一切献给了圣战──\n他改造自己的大剑，让外表形似主人的矛，\n期许自己成为另一位“穿刺者”。
6501200,神秘昆兰的大剑,0,0,[0|0|0],600,1501512,0,7.5,0,550,430,100,12,18,0,6,50,34,45,34,-1,-1,-1,-1,-1,-1,0,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,1,1,1,1,15,15,5.5,306,12215,0,0,1,10,106,0,29,0,46,60,0,33,1200,-1,-1,0,-1,7,0,2,39,2,0,100,7,11,0,3,10,14,18,0,12,99,0,0,10,60,0,1,0,0,0,16,16,16,16,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,106,1,1,7,7,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,27,0.059,0,0,0,1,1,0,0,0,0,0,0,1,1,34,0,0,6,60,2,16,16,6,0,16,0,101,85,0,0,0,16,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.155,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10013,0,1,1,0,0,0,0,1,0,0,0,0,3800,310,6,6,2,2,83,-1,-1,-1,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,1,1,0,0,7,0,1,1,0,[0|0|0|0|0|0|0],“火焰骑士”昆兰的武器。\n有着波浪状剑身，象征火焰的重刺剑。\n\n昆兰将一切献给了圣战──\n他改造自己的大剑，让外表形似主人的矛，\n期许自己成为另一位“穿刺者”。
6690000,,0,0,[0|0|0],600,9999999,0,7.5,0,550,380,100,30,45,0,25,50,34,45,34,-1,-1,-1,-1,-1,-1,0,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,1,1,1,1,15,15,5.5,306,12215,0,0,1,10,122,0,36,0,46,60,0,33,0,-1,-1,0,-1,7,0,2,39,2,0,100,0,11,0,3,10,14,18,0,12,99,0,0,10,60,0,1,0,0,0,16,16,16,16,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,106,1,1,7,7,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,27,0.059,0,0,0,1,1,0,0,0,0,0,0,1,1,34,0,0,6,255,2,16,16,6,0,16,0,101,0,0,0,0,16,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.155,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,0,3800,310,6,6,1,2,83,-1,-1,-1,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,6500000,1,1,0,0,7,0,1,1,0,[0|0|0|0|0|0|0],
6900000,,1,0,[0|0|0],603,9999999,0,6.5,0,650,390,100,35,65,0,0,52,36,36,36,-1,-1,-1,-1,-1,-1,0,6900000,6900000,6900000,6900000,6900000,6900000,6900000,6900000,6900000,6900000,6900000,6900000,6900000,6900000,6900000,6900000,1,1,1,1,15,15,5.5,303,10202,0,0,1,10,124,0,0,0,47,60,0,31,0,-1,-1,0,-1,7,0,2,39,2,0,100,0,0,151,3,10,0,0,0,0,99,0,0,10,60,0,1,0,0,0,15,15,15,15,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,2,0,106,1,1,7,7,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,27,0.059,0,0,0,1,1,0,0,0,0,0,0,1,1,36,0,0,6,255,2,15,15,6,0,15,0,101,0,0,0,0,16,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.03,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,0,3900,310,6,6,0,2,83,-1,-1,-1,6900000,6900000,6900000,6900000,6900000,6900000,6900000,6900000,6900000,6900000,1,1,0,0,0,0,1,1,0,[0|0|0|0|0|0|0],
7000000,弯刃大刀,1,0,[0|0|0],700,1601000,0,3.5,0,650,240,100,44,44,0,0,42,31,31,31,-1,-1,-1,-1,-1,-1,0,7000000,7000000,7000000,7000000,7000000,7000000,7000000,7000000,7000000,7000000,7000000,7000000,7000000,7000000,7000000,7000000,1,1,1,1,15,15,5,401,10240,0,0,1,10,109,0,0,0,47,60,0,26,0,-1,-1,0,-1,7,0,3,28,2,0,100,0,0,0,0,10,9,13,0,0,99,0,0,10,60,0,1,0,0,0,10,10,10,10,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,106,1,1,5,5,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,28,0.015,0,0,0,1,1,0,0,0,0,0,0,1,1,31,0,0,6,70,0,10,10,6,0,10,0,103,0,0,0,0,9,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.03,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,0,2400,310,6,6,1,2,60,-1,-1,-1,7000000,7000000,7000000,7000000,7000000,7000000,7000000,7000000,7000000,7000000,1,1,0,0,0,0,1,1,0,[0|0|0|0|0|0|0],刀身弯曲的单刃曲剑。\n锋利刀锋让攻击具有斩击属性，\n但对上装备坚硬铠甲、具有鳞片的敌人时，\n攻击效果不佳。\n\n挥舞时运用的刀法相当独特，\n能借由旋转身体提升攻击力。
7000100,厚重弯刃大刀,1,0,[0|0|0],700,1601001,0,3.5,0,650,240,100,51,0,0,0,42,31,31,31,-1,-1,-1,-1,-1,-1,0,7000000,7000000,7000000,7000000,7000000,7000000,7000000,7000000,7000000,7000000,7000000,7000000,7000000,7000000,7000000,7000000,1,1,1,1,15,15,5,401,10240,0,0,1,10,104,0,0,0,47,60,0,26,100,-1,-1,0,-1,7,0,3,28,2,0,100,1,0,0,0,10,9,13,0,0,99,0,0,10,60,0,1,0,0,0,10,10,10,10,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,106,1,1,5,5,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,23,0.015,0,0,0,1,1,0,0,0,0,0,0,1,1,31,0,0,6,70,0,10,10,6,0,10,0,103,0,0,0,0,9,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.03,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,0,2400,310,6,6,1,2,60,-1,-1,-1,7000000,7000000,7000000,7000000,7000000,7000000,7000000,7000000,7000000,7000000,1,1,0,0,0,0,1,1,0,[0|0|0|0|0|0|0],刀身弯曲的单刃曲剑。\n锋利刀锋让攻击具有斩击属性，\n但对上装备坚硬铠甲、具有鳞片的敌人时，\n攻击效果不佳。\n\n挥舞时运用的刀法相当独特，\n能借由旋转身体提升攻击力。
7000200,锋利弯刃大刀,1,0,[0|0|0],700,1601002,0,3.5,0,650,240,100,17,46,0,0,42,31,31,31,-1,-1,-1,-1,-1,-1,0,7000000,7000000,7000000,7000000,7000000,7000000,7000000,7000000,7000000,7000000,7000000,7000000,7000000,7000000,7000000,7000000,1,1,1,1,15,15,5,401,10240,0,0,1,10,104,0,0,0,47,60,0,26,200,-1,-1,0,-1,7,0,3,28,2,0,100,2,0,0,0,10,9,13,0,0,99,0,0,10,60,0,1,0,0,0,10,10,10,10,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,106,1,1,5,5,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,23,0.015,0,0,0,1,1,0,0,0,0,0,0,1,1,31,0,0,6,70,0,10,10,6,0,10,0,103,0,0,0,0,9,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.03,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,0,2400,310,6,6,1,2,60,-1,-1,-1,7000000,7000000,7000000,7000000,7000000,7000000,7000000,7000000,7000000,7000000,1,1,0,0,0,0,1,1,0,[0|0|0|0|0|0|0],刀身弯曲的单刃曲剑。\n锋利刀锋让攻击具有斩击属性，\n但对上装备坚硬铠甲、具有鳞片的敌人时，\n攻击效果不佳。\n\n挥舞时运用的刀法相当独特，\n能借由旋转身体提升攻击力。
7000300,优质弯刃大刀,1,0,[0|0|0],700,1601003,0,3.5,0,650,240,100,58,58,0,0,42,31,31,31,-1,-1,-1,-1,-1,-1,0,7000000,7000000,7000000,7000000,7000000,7000000,7000000,7000000,7000000,7000000,7000000,7000000,7000000,7000000,7000000,7000000,1,1,1,1,15,15,5,401,10240,0,0,1,10,104,0,0,0,47,60,0,26,300,-1,-1,0,-1,7,0,3,28,2,0,100,8,0,0,0,10,9,13,0,0,99,0,0,10,60,0,1,0,0,0,10,10,10,10,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,106,1,1,5,5,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,23,0.015,0,0,0,1,1,0,0,0,0,0,0,1,1,31,0,0,6,70,0,10,10,6,0,10,0,103,0,0,0,0,9,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.03,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,0,2400,310,6,6,1,2,60,-1,-1,-1,7000000,7000000,7000000,7000000,7000000,7000000,7000000,7000000,7000000,7000000,1,1,0,0,0,0,1,1,0,[0|0|0|0|0|0|0],刀身弯曲的单刃曲剑。\n锋利刀锋让攻击具有斩击属性，\n但对上装备坚硬铠甲、具有鳞片的敌人时，\n攻击效果不佳。\n\n挥舞时运用的刀法相当独特，\n能借由旋转身体提升攻击力。
7000400,火焰弯刃大刀,1,0,[0|0|0],700,1601005,0,3.5,0,650,240,100,36,17,0,0,42,31,31,31,-1,-1,-1,-1,-1,-1,0,7000000,7000000,7000000,7000000,7000000,7000000,7000000,7000000,7000000,7000000,7000000,7000000,7000000,7000000,7000000,7000000,1,1,1,1,15,15,5,401,10240,0,0,1,10,104,0,104,0,47,60,0,26,400,-1,-1,0,-1,7,0,3,28,2,0,100,0,11,0,0,10,9,13,0,0,99,0,0,10,60,0,1,0,0,0,10,10,10,10,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,106,1,1,5,5,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,23,0.015,0,0,0,1,1,0,0,0,0,4,0,1,1,31,0,0,6,70,0,10,10,6,0,10,0,103,0,0,0,0,9,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.03,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10005,0,1,1,0,0,0,0,1,0,0,0,0,2400,310,6,6,1,2,60,-1,-1,-1,7000000,7000000,7000000,7000000,7000000,7000000,7000000,7000000,7000000,7000000,1,1,0,0,0,0,1,1,0,[0|0|0|0|0|0|0],刀身弯曲的单刃曲剑。\n锋利刀锋让攻击具有斩击属性，\n但对上装备坚硬铠甲、具有鳞片的敌人时，\n攻击效果不佳。\n\n挥舞时运用的刀法相当独特，\n能借由旋转身体提升攻击力。
